Actor,Movie_Count,Avg_IMDb_Rating
Priyanka Chopra,1,8.1
Pruitt Taylor Vince,1,8.1
Pupella Maggio,1,7.9
Pushkar,1,8.4
Qiu Yuen,1,7.7
Quentin Tarantino,1,8.0
Quinton Aaron,1,7.6
R. Lee Ermey,1,8.3
RJ Cyler,1,7.7
Rachel Griffiths,1,7.6
Rachel House,1,7.9
Rachel McAdams,6,7.783333333333334
Rachel Shelley,1,8.1
Rachel Ticotin,1,7.6
Rachel Weisz,1,7.6
Radha Mitchell,2,7.65
Radhika Apte,1,8.3
Raghuvir Yadav,1,8.1
Rajat Barmecha,1,8.2
Rajat Kapoor,1,8.2
Rajesh Abhay,1,8.2
Rajesh Khanna,1,8.4
Rajit Kapoor,1,7.8
Rajkummar Rao,2,7.949999999999999
Ralph Bellamy,1,7.9
Ralph Brown,1,7.7
Ralph Fiennes,3,8.266666666666667
Ralph Macchio,1,7.6
Ralph Meeker,1,8.4
Ralph Richardson,1,7.6
Ram Kapoor,1,8.2
Ramachandra Raju,1,8.2
Ramesh Deo,1,8.4
Rami Malek,1,8.0
Ramon Bieri,1,7.8
Ramya Krishnan,1,8.0
Rana Daggubati,3,8.066666666666666
Ranbir Kapoor,2,7.9
Randy Quaid,1,7.7
Rani Mukerji,2,8.0
Ranveer Singh,1,8.0
Raoul Max Trujillo,1,7.8
Raphael Fejtö,1,8.0
Rashida Jones,1,8.2
Raveena Tandon,1,8.2
Ray Liotta,1,8.7
Ray Milland,2,8.05
Ray Sahetapy,1,7.6
Ray Walston,1,8.3
Raymond Massey,2,7.95
Rebecca De Mornay,1,7.7
Reda Kateb,1,7.9
Reese Witherspoon,1,7.8
Regina King,1,7.7
Reginald Gardiner,1,8.4
Reginald VelJohnson,1,8.2
Rei Sakuma,1,7.8
Ren Osugi,1,7.8
Rena Owen,1,7.9
Rene Auberjonois,1,7.6
Rene Bitorajac,1,7.9
Rene Russo,1,7.9
Reni Santoni,1,7.7
Renée Elise Goldsberry,1,8.6
Renée Zellweger,1,8.0
Rex Harrison,1,7.8
Rhonda Fleming,1,8.0
Rica Matsumoto,1,8.0
Ricardo Darín,2,8.05
Ricardo Montalban,1,7.6
Rich Moore,1,8.0
Richa Chadha,1,8.2
Richard Armitage,2,7.8
Richard Attenborough,2,8.149999999999999
Richard Basehart,1,8.0
Richard Briers,1,7.6
Richard Burton,2,7.85
Richard Crenna,2,7.75
Richard Dormer,1,8.0
Richard Dreyfuss,2,7.8
Richard E. Grant,1,7.7
Richard Edson,1,8.0
Richard Farnsworth,2,7.9
Richard Gere,3,7.866666666666667
Richard Griffiths,2,7.800000000000001
Richard Harris,2,7.8999999999999995
Richard Haydn,1,8.0
Richard Hunt,1,7.6
Richard Jenkins,1,7.6
Richard Masur,1,8.1
Richard Rosson,1,7.8
Richard Thorpe,1,8.0
Richard Widmark,1,8.2
Ricky Adelayitor,1,7.7
Ricky Nelson,1,8.0
Riisa Naka,1,7.7
Rima Te Wiata,1,7.9
Ringo Starr,1,7.6
Rita Hayworth,1,7.7
River Phoenix,1,8.1
Riz Ahmed,2,7.85
Rob Maxey,1,7.7
Rob Minkoff,1,8.5
Rob Reiner,1,7.9
Robby Benson,1,8.0
Robert Armstrong,1,7.9
Robert Arthur,1,8.1
Robert Cummings,1,8.2
Robert De Niro,17,8.117647058823529
Robert Donat,1,7.6
Robert Downey Jr.,7,7.971428571428571
Robert Duvall,4,8.275
Robert Gulaczyk,1,7.8
Robert Hays,1,7.7
Robert Manuel,1,8.2
Robert Mitchum,3,7.8999999999999995
Robert Morley,1,7.7
Robert Patrick,2,8.15
Robert Redford,3,8.066666666666668
Robert Rodriguez,1,8.0
Robert Ryan,1,7.9
Robert Sean Leonard,1,8.1
Robert Shaw,4,7.925000000000001
Robert Stack,1,8.2
Robert Strauss,1,8.0
Robert Walker,1,7.9
Roberta Maxwell,1,7.7
Roberto Benigni,2,8.2
Roberts Blossom,1,7.6
Robin Williams,4,8.05
Robin Wright,3,8.133333333333333
Rock Hudson,1,7.6
Rod Steiger,4,7.9
Rod Taylor,1,7.7
Roddy McDowall,1,8.0
Rodney A. Grant,1,8.0
Rodney Rothman,1,8.4
Rodrigo De la Serna,1,7.8
Roe-ha Kim,1,8.1
Rohini Hattangadi,1,8.0
Roland Møller,1,7.8
Rolf Lassgård,2,7.7
Roman Griffin Davis,1,7.9
Roman Madyanov,1,7.6
Roman Polanski,1,7.7
Romolo Valli,1,7.6
Ron Livingston,1,7.7
Ronit Roy,1,8.2
Ronnie Del Carmen,1,8.1
Ronny Cox,1,7.7
Rooney Mara,4,7.875
Rory Cochrane,1,7.6
Rosalind Russell,1,7.9
Rosamund Pike,1,8.1
Rosanna Arquette,1,7.7
Rosario Dawson,2,7.6
Rosario Flores,1,7.9
Roscoe Ates,1,7.9
Roscoe Karns,1,8.1
Rosemarie DeWitt,1,8.0
Rosemary Murphy,1,8.2
Roshan Seth,1,8.0
Rosie Shaw,1,7.9
Roy Dotrice,1,8.3
Roy Kinnear,1,7.8
Roy Scheider,3,7.866666666666667
Ruby Dee,1,8.0
Rudolf Klein-Rogge,1,8.3
Rudy Youngblood,1,7.8
Rufus,1,8.3
Rufus Sewell,2,7.6
Rumi Hiiragi,1,8.6
Ruocheng Ying,1,7.7
Rupert Friend,1,7.8
Rupert Graves,1,8.2
Rupert Grint,6,7.766666666666667
Russell Brand,1,7.6
Russell Crowe,7,8.028571428571428
Russell Means,1,7.7
Rusty Schwimmer,1,7.7
Rutger Hauer,1,8.1
Ruth Gordon,2,7.95
Ruth Hussey,1,7.9
Ruth Nelson,1,7.8
Ruth Roman,1,7.9
Ruy Guerra,1,7.9
Ryan Gosling,5,7.88
Ryan Hurst,1,7.8
Ryan O'Neal,2,8.1
Ryan Potter,1,7.8
Ryan Reynolds,2,7.85
Ryô Kase,1,7.9
Ryô Narita,1,8.4
Ryôko Hirosue,1,8.1
Ryûnosuke Kamiki,2,8.0
Sabrina Ferilli,1,7.8
Sacha Baron Cohen,1,7.8
Sady Rebbot,1,8.0
Sae-ron Kim,1,7.8
Saeed Jaffrey,1,7.8
Safak Sezer,1,8.0
Sagarika Ghatge,1,8.2
Sahil Vaid,1,7.9
Saif Ali Khan,2,8.05
Saifei He,1,8.1
Sakshi Tanwar,1,8.4
Sakura Andô,1,7.9
Sal Mineo,1,7.7
Salim Kechiouche,1,7.7
Sally Field,1,8.8
Sally Hawkins,1,7.8
Sally Yeh,1,7.8
Salman Khan,2,8.1
Sam Elliott,2,7.699999999999999
Sam Jaffe,1,7.7
Sam Neill,2,8.0
Sam Riley,1,7.7
Sam Rockwell,3,7.933333333333334
Sam Shepard,2,7.8
Sam Waterston,1,7.8
Sam Wood,1,8.1
Sam Worthington,2,7.949999999999999
Samantha Isler,1,7.9
Samantha Morton,4,7.65
Samia Kerbash,1,8.1
Samuel Armstrong,1,7.7
Samuel E. Wright,1,7.6
Samuel L. Jackson,6,7.95
Sandra Bernhard,1,7.8
Sandra Bullock,3,7.666666666666667
Sandra Milo,1,8.0
Sandy Dennis,1,8.0
Sanjana Sanghi,1,7.9
Sanjay Dutt,3,8.1
Sanjeev Kumar,1,8.2
Sanya Malhotra,2,8.2
Saoirse Ronan,2,7.8
Saori Hayami,1,8.1
Sara Takatsuki,1,7.7
Sarah Berry,1,7.8
Sarah Bolger,1,7.7
Sarah Jessica Parker,1,7.8
Sarah Miles,1,7.6
Sarah Polley,1,7.8
Sarah Roemer,1,8.1
Sarah Silverman,1,7.7
Sarah Vowell,1,7.6
Sareh Bayat,1,8.3
Saswata Chatterjee,1,7.9
Sathyaraj,1,8.0
Saurabh Shukla,2,8.05
Saïd Taghmaoui,1,8.1
Scarlett Johansson,9,7.8999999999999995
Scatman Crothers,1,8.4
Scott Adsit,1,7.8
Scott Glenn,2,7.75
Scott H. Reiniger,1,7.9
Scott Schwartz,1,7.9
Scott Weinger,1,8.0
Seamus Davey-Fitzpatrick,1,7.9
Sean Astin,1,7.8
Sean Bean,1,8.8
Sean Bridgers,1,8.1
Sean Connery,5,7.859999999999999
Sean Patrick Flanery,1,7.8
Sean Penn,6,7.75
Sean Young,1,8.1
Sebastian Cabot,1,7.6
Sebastian Koch,2,8.05
Sebastian Maniscalco,1,8.2
Sela Ward,1,7.8
Sener Sen,1,8.2
Sergi López,1,8.2
Sermin Hürmeriç,1,8.2
Sessue Hayakawa,1,8.1
Seth Rogen,1,7.6
Setsuko Hara,1,8.2
Seung-Yun Lee,1,8.0
Seymour Cassel,1,7.7
Shah Rukh Khan,6,8.049999999999999
Shahab Hosseini,3,8.033333333333333
Shahid Kapoor,3,7.933333333333334
Shailene Woodley,1,7.7
Shameik Moore,1,8.4
Shammi Kapoor,1,7.7
Sharlto Copley,1,7.9
Sharman Joshi,2,8.3
Sharon Percy,1,7.9
Sharon Stone,1,8.2
Sheetal Menon,1,8.0
Shelley Duvall,1,8.4
Shelley Winters,1,8.0
Shernaz Patel,1,8.2
Shigeru Muroi,1,7.9
Shigesato Itoi,1,8.2
Shilpa Shukla,1,8.2
Shima Iwashita,1,8.6
Shin Ha-kyun,1,7.6
Shin'ichi Himori,1,8.3
Shinpachi Tsuji,1,8.0
Shirley Eaton,1,7.7
Shirley MacLaine,2,8.15
Shishir Sharma,1,7.8
Shraddha Kapoor,2,8.149999999999999
Shraddha Srinath,1,8.4
Shriya Saran,1,8.2
Shôgo Furuya,1,7.8
Shûichirô Moriyama,1,7.7
Sibel Kekilli,1,7.9
Siddharth,1,8.2
Sidney Blackmer,1,8.0
Sidney Poitier,2,7.85
Sidse Babett Knudsen,1,7.7
Sienna Miller,1,7.6
Sigourney Weaver,4,8.075
Silvia Pinal,1,8.1
Simon Pegg,4,7.825
Simon Yam,1,8.0
Simone Signoret,1,8.0
Sissy Spacek,2,7.9
Siu-Lung Leung,1,7.7
Siu-Wong Fan,1,8.0
Slavko Stimac,1,8.1
Slim Pickens,1,7.7
Smit Sheth,1,8.2
Soha Ali Khan,1,8.2
Sohum Shah,2,8.25
Soia Lira,1,8.0
Soledad Villamil,1,8.2
Solveig Dommartin,1,8.0
Sonam Kapoor,1,8.2
Sondra Locke,1,7.8
Song Wok-suk,1,8.0
Sonia Todd,1,7.7
Sonoya Mizuno,1,7.7
Sophie Kennedy Clark,1,7.6
Sophie Marceau,1,8.3
Sophie Okonedo,1,8.1
Sophie Perry,1,7.7
Spencer Tracy,3,8.033333333333333
Spike Lee,1,7.7
Srdjan 'Zika' Todorovic,1,8.1
Sridevi,1,7.8
Srinidhi Shetty,1,8.2
Stanislas Carré de Malberg,1,8.0
Stanley Baker,1,7.7
Stanley Holloway,2,7.9
Stefania Sandrelli,1,8.0
Stella Dassas,1,7.9
Stellan Skarsgård,3,7.966666666666666
Stephen Baldwin,1,8.5
Stephen Boyd,1,8.1
Stephen Chow,1,7.7
Stephen Graham,1,7.7
Stephen Rea,1,8.2
Stephen Tobolowsky,1,8.0
Stephen Trask,1,7.7
Stephen Young,1,7.9
Sterling Hayden,3,8.0
Steve Buscemi,1,8.1
Steve Carell,3,7.733333333333333
Steve Coogan,1,7.6
Steve Martin,1,7.6
Steve McQueen,3,7.966666666666666
Steve Zahn,1,8.0
Steven Bauer,1,8.3
Strother Martin,2,8.05
Stuart Wolfenden,1,7.6
Sully Boyar,1,8.0
Sumi Shimamoto,1,8.1
Sumita Sanyal,1,8.4
Sunil Dutt,1,8.1
Sunil Shetty,1,8.2
Sunny Pawar,1,8.0
Suraj Sharma,1,7.9
Suriya,1,8.6
Susan Harrison,1,8.0
Susanne Lothar,1,7.6
Sushant Singh Rajput,4,7.9
Susumu Terajima,1,7.8
Suzanne Clément,1,8.1
Suzanne Pleshette,2,8.15
Sylvester Stallone,3,7.8
Sylvia Hoeks,1,7.8
Sylvia Miles,1,7.8
Sylvie Testud,1,7.6
Sô Yamamura,1,8.2
T.J. Miller,1,8.0
Taapsee Pannu,2,8.05
Tabu,5,8.14
Tae-Hyun Cha,1,8.0
Tae-hoon Kim,1,7.8
Tahar Rahim,2,7.85
Taika Waititi,3,7.766666666666667
Takako Matsu,1,7.8
Takao Osawa,1,8.1
Takashi Shimura,4,8.3
Takashi Tachibana,1,7.9
Takeshi Aono,1,7.9
Takeshi Kaneshiro,2,7.9
Takeshi Kitano,2,7.699999999999999
Takuya Ishida,1,7.7
Takuya Kimura,1,8.2
Talia Shire,2,7.85
Tallulah Bankhead,1,7.6
Tamannaah Bhatia,1,8.2
Taner Birsel,1,7.9
Taraji P. Henson,1,7.8
Taraneh Alidoosti,2,7.9
Taron Egerton,1,7.7
Tarun Arora,1,7.9
Tarô Yamamoto,1,7.6
Tatsuya Fujiwara,3,7.633333333333333
Tatsuya Gashûin,1,8.2
Tatsuya Nakadai,6,8.25
Tatum O'Neal,1,8.1
Telly Savalas,1,7.6
Temuera Morrison,1,7.9
Tensai Okamura,1,7.9
Teo Briones,1,7.7
Terence Alexander,1,7.8
Teresa Mo,1,7.8
Teresa Palmer,1,8.1
Teresa Wright,2,7.9
Teri Garr,1,7.6
Teri Hatcher,1,7.7
Terrence Howard,1,7.9
Terry Gilliam,1,8.1
Terry Jones,1,8.2
Tessa Mitchell,1,7.8
Tessa Thompson,1,7.6
Tesshô Genda,1,8.0
Tetsurô Tanba,1,8.6
Thandie Newton,2,7.85
Thelma Ritter,1,8.4
Theodore Liscinski,1,7.7
Thibault Verhaeghe,1,7.6
Thierry Lhermitte,1,7.7
Thierry van Werveke,1,8.0
Thom Hoffman,1,7.7
Thomas Bo Larsen,3,8.033333333333333
Thomas F. Wilson,1,7.8
Thomas Kretschmann,1,8.5
Thomas Mann,1,7.7
Thomas Mitchell,2,8.25
Thomas Turgoose,1,7.7
Thomasin McKenzie,1,7.9
Thora Birch,1,8.3
Tigmanshu Dhulia,1,8.2
Til Schweiger,1,8.0
Tilda Swinton,2,7.75
Tim Allen,4,8.05
Tim Blake Nelson,1,7.7
Tim Holt,1,8.2
Tim McGraw,1,7.6
Tim Robbins,4,8.125
Tim Roth,2,8.2
Timothy Bottoms,1,8.0
Timothy Hutton,1,7.7
Timothy Spall,1,8.0
Timothée Chalamet,1,7.9
Tina Fey,1,8.1
Tiny Sandford,1,8.5
Tippi Hedren,1,7.7
Tisca Chopra,1,8.4
Tobey Maguire,1,7.6
Toby Kebbell,1,7.6
Tokiko Katô,1,7.7
Tom Berenger,2,7.9
Tom Cruise,7,7.8
Tom Guiry,1,7.8
Tom Hanks,14,8.035714285714286
Tom Hardy,5,8.1
Tom Helmore,1,8.3
Tom Hiddleston,1,7.9
Tom Hulce,1,8.3
Tom Murray,1,8.2
Tom Prior,1,7.7
Tom Sizemore,2,8.15
Tom Skerritt,1,8.4
Tom Waits,1,7.8
Tom Wilkinson,2,7.95
Tommy Chong,1,7.7
Tommy Lee Jones,2,7.949999999999999
Tomoko Yamaguchi,1,7.7
Toni Collette,3,8.0
Toni Servillo,1,7.8
Tony Chiu-Wai Leung,5,7.9799999999999995
Tony Curtis,2,8.1
Tony Hale,1,7.8
Tony Lo Bianco,1,7.7
Tony Moran,1,7.7
Tony Roberts,1,8.0
Tony Todd,1,7.9
Topol,1,8.0
Toshirô Mifune,7,8.242857142857142
Toshirô Yanagiba,1,7.6
Treat Williams,1,8.4
Trevor Howard,2,8.05
Trevor Jack Brooks,1,7.8
Trey Parker,1,7.7
Trine Dyrholm,1,7.6
Tsunehiko Kamijô,1,7.7
Tsutomu Tatsumi,1,8.5
Tsutomu Yamazaki,2,8.05
Tsuyoshi Ihara,1,7.9
Tugba Sunguroglu,1,7.6
Tuncel Kurtiz,1,7.8
Tung Cho 'Joe' Cheung,1,8.1
Tyler Hoechlin,1,7.7
Tyler Perry,1,8.1
Tyrone Power,1,8.4
Tôru Emori,2,7.75
Tôru Furuya,1,7.7
Ugur Yücel,1,8.2
Ulla Jacobsson,1,7.7
Ulrich Matthes,1,8.2
Ulrich Mühe,2,8.0
Ulrich Thomsen,2,7.9
Ulrich Tukur,2,8.1
Uma Thurman,4,8.2
Val Kilmer,3,7.966666666666666
Valentin Zubkov,1,8.1
Valeria Golino,2,8.05
Valerie Faris,1,7.8
Valerie Hobson,2,7.9
Vanessa Redgrave,1,7.6
Vanna Urbino,1,7.8
Varun Sharma,1,8.2
Veerle Baetens,1,7.7
Vera Miles,3,8.166666666666666
Verna Bloom,1,7.7
Vernon Dobtcheff,1,8.1
Veronica Cartwright,1,8.4
Vicellous Shannon,1,7.6
Vicky Jenson,1,7.8
Vicky Kaushal,2,8.0
Victor Buono,1,8.1
Victor Jory,1,8.0
Victor Sjöström,1,8.2
Victor Slezak,1,7.6
Victoria Horne,1,7.9
Vidya Balan,2,8.1
Vidya Malvade,1,8.2
Viggo Mortensen,5,8.26
Vijay Raaz,1,8.0
Vijay Sethupathi,1,8.4
Vijay Varma,1,8.0
Vin Diesel,3,7.866666666666667
Vince Edwards,1,8.0
Vince Vaughn,1,8.1
Vincent Cassel,2,8.05
Vincent D'Onofrio,1,8.3
Vincent Price,1,8.0
Ving Rhames,1,7.7
Vinícius de Oliveira,1,8.0
Viola Davis,2,8.05
Virginia Cherrill,1,8.5
Virginia Mayo,1,8.1
Vivian Pickles,1,7.9
Vivien Leigh,2,8.05
Vlad Ivanov,1,7.9
Vladas Bagdonas,1,8.3
Vladimir Barskiy,1,8.0
Vladimir Garin,1,8.0
Vladimir Vdovichenkov,1,7.6
Vladislav Dvorzhetskiy,1,8.1
Véra Clouzot,1,8.0
Wagner Moura,2,8.0
Wah Yuen,1,7.7
Wallace Ford,2,7.9
Walter Brennan,1,7.8
Walter Catlett,1,7.8
Walter Connolly,1,8.1
Walter Hampden,1,7.7
Walter Huston,1,8.2
Walter Matthau,4,7.825
Walter Slezak,1,7.6
Walton Goggins,1,7.8
Ward Bond,2,7.800000000000001
Warren Beatty,1,7.8
Warren Clarke,1,8.3
Warren Oates,2,7.85
Wendee Lee,1,7.7
Wendell Corey,1,8.4
Wendy Crewson,1,8.1
Wendy Hiller,1,7.7
Werner Krauss,1,8.1
Wes Bentley,1,8.3
Wesley Addy,1,8.1
Whoopi Goldberg,1,7.8
Wil Johnson,1,7.6
Wil Wheaton,1,8.1
Wiley Wiggins,2,7.699999999999999
Wilford Brimley,1,8.1
Wilfrid Hyde-White,1,7.8
Will Ferrell,1,7.7
Will Forte,1,7.7
Will Patton,1,7.8
Will Poulter,1,8.0
Will Smith,2,7.8
Willem Dafoe,5,7.859999999999999
William Atherton,1,7.7
William Bendix,1,7.6
William Daniels,1,8.0
William H. Lynn,1,7.9
William H. Macy,1,8.1
William Harrigan,1,7.7
William Hickey,1,8.0
William Holden,6,8.033333333333333
William Hurt,1,7.6
William Keighley,1,7.9
William Powell,1,8.0
William Sadler,1,9.3
William Shatner,1,7.7
William Sylvester,1,8.3
Winona Ryder,3,7.8999999999999995
Wladyslaw Kowalski,1,7.8
Wolfgang Lukschy,1,8.0
Won Bin,3,7.8999999999999995
Wood Harris,1,7.8
Woody Allen,5,7.840000000000001
Woody Harrelson,3,7.8
Wotan Wilke Möhring,1,7.7
Xolani Mali,1,8.1
Yacef Saadi,1,8.1
Yalitza Aparicio,1,7.7
Yami Gautam,2,8.0
Yash,1,8.2
Yasuo Yamada,1,7.7
Yayan Ruhian,1,8.0
Yeong-hie Seo,1,7.8
Yeong-su Oh,1,8.0
Yesim Salkim,1,8.2
Yilmaz Erdogan,2,7.95
Yoko Honna,2,7.75
Yong Dong,1,7.6
Yoo Ji-Tae,1,8.4
Yoo-Jeong Kim,1,7.8
Yordanos Shiferaw,1,8.4
Yoshiaki Umegaki,1,7.8
Yoshiko Shinohara,1,8.5
Yoshino Kimura,1,7.8
Yoshiyuki Takei,1,7.9
You Ge,1,8.1
Yukiko Shimazaki,1,8.6
Yukito Nishii,2,7.949999999999999
Yul Brynner,2,7.800000000000001
Yun Qu,1,7.6
Yun-Fat Chow,3,7.8
Yuriko Ishida,1,8.4
Yutaka Sada,1,8.4
Yves Montand,1,8.1
Yvonne Furneaux,2,7.85
Yôji Matsuda,1,8.4
Yôko Tsukasa,1,8.2
Yû Kashii,1,7.7
Yûko Miyamura,1,8.1
Yûko Tanaka,1,8.4
Yûnosuke Itô,1,8.1
Zac Mattoon O'Brien,1,7.8
Zach Galifianakis,2,7.7
Zach Grenier,1,8.8
Zachary Levi,1,7.7
Zachary Quinto,2,7.800000000000001
Zack Gottsagen,1,7.6
Zain Al Rafeea,1,8.4
Zamira Saunders,1,7.9
Zarah Jane McKenzie,1,7.9
Zazie Beetz,1,8.5
Zbigniew Zamachowski,2,7.75
Zeppo Marx,1,7.8
Ziyi Zhang,2,7.85
Zoe Saldana,4,7.775
Zooey Deschanel,1,7.7
Zoë Kravitz,1,8.1
Álvaro Guerrero,1,8.1
Çetin Tekindor,2,8.350000000000001
Émile Vallée,1,7.9
Éric Toledano,1,8.5
Ömer Faruk Sorak,1,8.0
Özge Özberk,1,8.0
